Programming Spend Groups – USD (M),,Australia,ABC,Acquired,Y2013,5.060606061
Programming Spend Groups – USD (M),,Australia,ABC,Acquired,Y2014,5.303030303
Programming Spend Groups – USD (M),,Australia,ABC,Acquired,Y2015,5.545454545
Programming Spend Groups – USD (M),,Australia,ABC,Acquired,Y2016,5.787878788
Programming Spend Groups – USD (M),,Australia,ABC,Acquired,Y2017,6.03030303
Programming Spend Groups – USD (M),,Australia,ABC,Acquired,Y2018,6.272727273
Programming Spend Groups – USD (M),,Australia,ABC,Acquired,Y2019,6.515151515
Programming Spend Groups – USD (M),,Australia,ABC,Acquired,Y2020,6.757575758
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2000,7
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2001,7.242424242
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2002,7.484848485
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2003,7.727272727
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2004,7.96969697
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2005,8.212121212
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2006,8.454545455
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2007,8.696969697
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2008,8.939393939
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2009,9.181818182
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2010,9.424242424
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2011,9.666666667
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2012,9.909090909
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2013,10.15151515
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2014,10.39393939
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2015,10.63636364
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2016,10.87878788
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2017,11.12121212
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2018,11.36363636
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2019,11.60606061
Programming Spend Groups – USD (M),,Australia,ABC,Original,Y2020,11.84848485
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2000,12.09090909
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2001,12.33333333
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2002,12.57575758
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2003,12.81818182
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2004,13.06060606
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2005,13.3030303
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2006,13.54545455
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2007,13.78787879
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2008,14.03030303
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2009,14.27272727
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2010,14.51515152
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2011,14.75757576
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2012,15
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2013,15.24242424
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2014,15.48484848
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2015,15.72727273
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2016,15.96969697
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2017,16.21212121
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2018,16.45454545
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2019,16.6969697
Programming Spend Groups – USD (M),,Australia,ABC,Sport,Y2020,16.93939394
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2000,17.18181818
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2001,17.42424242
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2002,17.66666667
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2003,17.90909091
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2004,18.15151515
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2005,18.39393939
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2006,18.63636364
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2007,18.87878788
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2008,19.12121212
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2009,19.36363636
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2010,19.60606061
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2011,19.84848485
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2012,20.09090909
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2013,20.33333333
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2014,20.57575758
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2015,20.81818182
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2016,21.06060606
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2017,21.3030303
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2018,21.54545455
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2019,21.78787879
Programming Spend Groups – USD (M),,Australia,Fox Sports,Acquired,Y2020,22.03030303
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2000,22.27272727
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2001,22.51515152
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2002,22.75757576
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2003,23
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2004,23.24242424
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2005,23.48484848
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2006,23.72727273
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2007,23.96969697
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2008,24.21212121
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2009,24.45454545
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2010,24.6969697
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2011,24.93939394
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2012,25.18181818
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2013,25.42424242
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2014,25.66666667
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2015,25.90909091
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2016,26.15151515
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2017,26.39393939
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2018,26.63636364
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2019,26.87878788
Programming Spend Groups – USD (M),,Australia,Fox Sports,Original,Y2020,27.12121212
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2015,27.36363636
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2016,27.60606061
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2017,27.84848485
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2018,28.09090909
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2019,28.33333333
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2020,28.57575758
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2000,28.81818182
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2001,29.06060606
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2002,29.3030303
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2003,29.54545455
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2004,29.78787879
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2005,30.03030303
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2006,30.27272727
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2007,30.51515152
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2008,30.75757576
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2009,31
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2010,31.24242424
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2011,31.48484848
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2012,31.72727273
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2013,31.96969697
Programming Spend Groups – USD (M),,Australia,Fox Sports,Sport,Y2014,32.21212121
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2000,32.45454545
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2001,32.6969697
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2002,32.93939394
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2003,33.18181818
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2004,33.42424242
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2005,33.66666667
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2006,33.90909091
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2007,34.15151515
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2008,34.39393939
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2009,34.63636364
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2010,34.87878788
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2011,35.12121212
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2012,35.36363636
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2013,35.60606061
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2014,35.84848485
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2015,36.09090909
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2016,36.33333333
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2017,36.57575758
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2018,36.81818182
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2019,37.06060606
Programming Spend Groups – USD (M),,Australia,Foxtel,Acquired,Y2020,37.3030303
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2007,37.54545455
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2008,37.78787879
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2009,38.03030303
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2010,38.27272727
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2011,38.51515152
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2012,38.75757576
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2013,39
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2014,39.24242424
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2015,39.48484848
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2016,39.72727273
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2017,39.96969697
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2018,40.21212121
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2019,40.45454545
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2020,40.6969697
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2000,40.93939394
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2001,41.18181818
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2002,41.42424242
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2003,41.66666667
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2004,41.90909091
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2005,42.15151515
Programming Spend Groups – USD (M),,Australia,Foxtel,Original,Y2006,42.39393939
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2000,42.63636364
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2001,42.87878788
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2002,43.12121212
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2003,43.36363636
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2004,43.60606061
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2005,43.84848485
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2006,44.09090909
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2007,44.33333333
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2008,44.57575758
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2009,44.81818182
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2010,45.06060606
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2011,45.3030303
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2012,45.54545455
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2013,45.78787879
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2014,46.03030303
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2015,46.27272727
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2016,46.51515152
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2017,46.75757576
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2018,47
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2019,47.24242424
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Acquired,Y2020,47.48484848
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2000,47.72727273
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2001,47.96969697
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2002,48.21212121
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2003,48.45454545
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2004,48.6969697
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2005,48.93939394
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2006,49.18181818
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2007,49.42424242
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2008,49.66666667
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2009,49.90909091
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2010,50.15151515
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2011,50.39393939
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2012,50.63636364
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2013,50.87878788
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2014,51.12121212
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2015,51.36363636
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2016,51.60606061
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2017,51.84848485
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2018,52.09090909
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2019,52.33333333
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Original,Y2020,52.57575758
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2000,52.81818182
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2001,53.06060606
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2002,53.3030303
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2003,53.54545455
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2004,53.78787879
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2005,54.03030303
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2006,54.27272727
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2007,54.51515152
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2008,54.75757576
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2009,55
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2010,55.24242424
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2011,55.48484848
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2012,55.72727273
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2013,55.96969697
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2014,56.21212121
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2015,56.45454545
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2016,56.6969697
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2017,56.93939394
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2018,57.18181818
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2019,57.42424242
Programming Spend Groups – USD (M),,Australia,Nine Entertainment Co,Sport,Y2020,57.66666667
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2000,57.90909091
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2001,58.15151515
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2002,58.39393939
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2003,58.63636364
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2004,58.87878788
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2005,59.12121212
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2006,59.36363636
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2007,59.60606061
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2008,59.84848485
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2009,60.09090909
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2010,60.33333333
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2011,60.57575758
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2012,60.81818182
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2013,61.06060606
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2014,61.3030303
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2015,61.54545455
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2016,61.78787879
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2017,62.03030303
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2018,62.27272727
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2019,62.51515152
Programming Spend Groups – USD (M),,Australia,SBS Australia,Acquired,Y2020,62.75757576
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2000,63
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2001,63.24242424
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2002,63.48484848
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2003,63.72727273
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2004,63.96969697
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2005,64.21212121
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2006,64.45454545
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2007,64.6969697
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2008,64.93939394
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2009,65.18181818
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2010,65.42424242
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2011,65.66666667
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2012,65.90909091
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2013,66.15151515
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2014,66.39393939
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2015,66.63636364
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2016,66.87878788
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2017,67.12121212
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2018,67.36363636
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2019,67.60606061
Programming Spend Groups – USD (M),,Australia,SBS Australia,Original,Y2020,67.84848485
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2000,68.09090909
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2001,68.33333333
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2002,68.57575758
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2003,68.81818182
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2004,69.06060606
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2005,69.3030303
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2006,69.54545455
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2007,69.78787879
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2008,70.03030303
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2009,70.27272727
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2010,70.51515152
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2011,70.75757576
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2012,71
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2013,71.24242424
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2014,71.48484848
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2015,71.72727273
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2016,71.96969697
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2017,72.21212121
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2018,72.45454545
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2019,72.6969697
Programming Spend Groups – USD (M),,Australia,SBS Australia,Sport,Y2020,72.93939394
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2011,73.18181818
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2012,73.42424242
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2013,73.66666667
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2014,73.90909091
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2015,74.15151515
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2016,74.39393939
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2017,74.63636364
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2018,74.87878788
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2019,75.12121212
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2020,75.36363636
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2000,75.60606061
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2001,75.84848485
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2002,76.09090909
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2003,76.33333333
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2004,76.57575758
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2005,76.81818182
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2006,77.06060606
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2007,77.3030303
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2008,77.54545455
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2009,77.78787879
Programming Spend Groups – USD (M),,Australia,Seven Network,Acquired,Y2010,78.03030303
Programming Spend Groups – USD (M),,Australia,Seven Network,Original,Y2017,78.27272727
Programming Spend Groups – USD (M),,Australia,Seven Network,Original,Y2018,78.51515152
Programming Spend Groups – USD (M),,Australia,Seven Network,Original,Y2019,78.75757576
Programming Spend Groups – USD (M),,Australia,Seven Network,Original,Y2020,79
Programming Spend Groups – USD (M),,Australia,Seven Network,Original,Y2000,79.24242424
Programming Spend Groups – USD (M),,Australia,Seven Network,Original,Y2001,79.48484848
Programming Spend Groups – USD (M),,Australia,Seven Network,Original,Y2002,79.72727273
